,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,PublicHoliday,EasternHolidy,Christmas,Year,Month,DayOfYear,OrdinalDay,StoreTypeA,StoreTypeB,StoreTypeC,AssortmentNum,Promo2,CompetitionOpen,Promo2Begin
200,1,1,2015-01-12,5346,590,1,1,0,0,0,0,0,2015,1,12,735610,0,0,1,1,0,1,0
199,1,2,2015-01-13,4924,564,1,1,0,0,0,0,0,2015,1,13,735611,0,0,1,1,0,1,0
198,1,3,2015-01-14,4541,545,1,1,0,0,0,0,0,2015,1,14,735612,0,0,1,1,0,1,0
197,1,4,2015-01-15,4295,517,1,1,0,0,0,0,0,2015,1,15,735613,0,0,1,1,0,1,0
196,1,5,2015-01-16,4161,524,1,1,0,0,0,0,0,2015,1,16,735614,0,0,1,1,0,1,0
195,1,6,2015-01-17,5255,622,1,0,0,0,0,0,0,2015,1,17,735615,0,0,1,1,0,1,0
194,1,7,2015-01-18,0,0,0,0,0,0,0,0,0,2015,1,18,735616,0,0,1,1,0,1,0
193,1,1,2015-01-19,3721,480,1,0,0,0,0,0,0,2015,1,19,735617,0,0,1,1,0,1,0
192,1,2,2015-01-20,3680,462,1,0,0,0,0,0,0,2015,1,20,735618,0,0,1,1,0,1,0
191,1,3,2015-01-21,3299,460,1,0,0,0,0,0,0,2015,1,21,735619,0,0,1,1,0,1,0
190,1,4,2015-01-22,3492,493,1,0,0,0,0,0,0,2015,1,22,735620,0,0,1,1,0,1,0
189,1,5,2015-01-23,3586,489,1,0,0,0,0,0,0,2015,1,23,735621,0,0,1,1,0,1,0
188,1,6,2015-01-24,4840,600,1,0,0,0,0,0,0,2015,1,24,735622,0,0,1,1,0,1,0
187,1,7,2015-01-25,0,0,0,0,0,0,0,0,0,2015,1,25,735623,0,0,1,1,0,1,0
186,1,1,2015-01-26,4781,566,1,1,0,0,0,0,0,2015,1,26,735624,0,0,1,1,0,1,0
185,1,2,2015-01-27,4806,532,1,1,0,0,0,0,0,2015,1,27,735625,0,0,1,1,0,1,0
184,1,3,2015-01-28,4310,537,1,1,0,0,0,0,0,2015,1,28,735626,0,0,1,1,0,1,0
183,1,4,2015-01-29,5171,573,1,1,0,0,0,0,0,2015,1,29,735627,0,0,1,1,0,1,0
182,1,5,2015-01-30,5577,616,1,1,0,0,0,0,0,2015,1,30,735628,0,0,1,1,0,1,0
181,1,6,2015-01-31,5363,638,1,0,0,0,0,0,0,2015,1,31,735629,0,0,1,1,0,1,0
180,1,7,2015-02-01,0,0,0,0,0,0,0,0,0,2015,2,32,735630,0,0,1,1,0,1,0
179,1,1,2015-02-02,6038,669,1,1,0,0,0,0,0,2015,2,33,735631,0,0,1,1,0,1,0
178,1,2,2015-02-03,4901,596,1,1,0,0,0,0,0,2015,2,34,735632,0,0,1,1,0,1,0
177,1,3,2015-02-04,4672,544,1,1,0,0,0,0,0,2015,2,35,735633,0,0,1,1,0,1,0
176,1,4,2015-02-05,4394,551,1,1,0,0,0,0,0,2015,2,36,735634,0,0,1,1,0,1,0
175,1,5,2015-02-06,5022,604,1,1,0,0,0,0,0,2015,2,37,735635,0,0,1,1,0,1,0
174,1,6,2015-02-07,4663,599,1,0,0,0,0,0,0,2015,2,38,735636,0,0,1,1,0,1,0
173,1,7,2015-02-08,0,0,0,0,0,0,0,0,0,2015,2,39,735637,0,0,1,1,0,1,0
172,1,1,2015-02-09,3965,501,1,0,0,0,0,0,0,2015,2,40,735638,0,0,1,1,0,1,0
171,1,2,2015-02-10,3136,419,1,0,0,0,0,0,0,2015,2,41,735639,0,0,1,1,0,1,0
170,1,3,2015-02-11,3735,501,1,0,0,0,0,0,0,2015,2,42,735640,0,0,1,1,0,1,0
169,1,4,2015-02-12,3900,477,1,0,0,0,0,0,0,2015,2,43,735641,0,0,1,1,0,1,0
168,1,5,2015-02-13,4726,630,1,0,0,0,0,0,0,2015,2,44,735642,0,0,1,1,0,1,0
167,1,6,2015-02-14,5015,624,1,0,0,0,0,0,0,2015,2,45,735643,0,0,1,1,0,1,0
166,1,7,2015-02-15,0,0,0,0,0,0,0,0,0,2015,2,46,735644,0,0,1,1,0,1,0
165,1,1,2015-02-16,4303,478,1,1,0,0,0,0,0,2015,2,47,735645,0,0,1,1,0,1,0
164,1,2,2015-02-17,4833,512,1,1,0,0,0,0,0,2015,2,48,735646,0,0,1,1,0,1,0
163,1,3,2015-02-18,4180,509,1,1,0,0,0,0,0,2015,2,49,735647,0,0,1,1,0,1,0
162,1,4,2015-02-19,4460,507,1,1,0,0,0,0,0,2015,2,50,735648,0,0,1,1,0,1,0
161,1,5,2015-02-20,4651,548,1,1,0,0,0,0,0,2015,2,51,735649,0,0,1,1,0,1,0
160,1,6,2015-02-21,4475,547,1,0,0,0,0,0,0,2015,2,52,735650,0,0,1,1,0,1,0
159,1,7,2015-02-22,0,0,0,0,0,0,0,0,0,2015,2,53,735651,0,0,1,1,0,1,0
158,1,1,2015-02-23,3598,454,1,0,0,0,0,0,0,2015,2,54,735652,0,0,1,1,0,1,0
157,1,2,2015-02-24,4054,500,1,0,0,0,0,0,0,2015,2,55,735653,0,0,1,1,0,1,0
156,1,3,2015-02-25,3875,512,1,0,0,0,0,0,0,2015,2,56,735654,0,0,1,1,0,1,0
155,1,4,2015-02-26,4042,489,1,0,0,0,0,0,0,2015,2,57,735655,0,0,1,1,0,1,0
154,1,5,2015-02-27,4708,542,1,0,0,0,0,0,0,2015,2,58,735656,0,0,1,1,0,1,0
153,1,6,2015-02-28,5289,640,1,0,0,0,0,0,0,2015,2,59,735657,0,0,1,1,0,1,0
152,1,7,2015-03-01,0,0,0,0,0,0,0,0,0,2015,3,60,735658,0,0,1,1,0,1,0
151,1,1,2015-03-02,5942,669,1,1,0,0,0,0,0,2015,3,61,735659,0,0,1,1,0,1,0
150,1,2,2015-03-03,5451,576,1,1,0,0,0,0,0,2015,3,62,735660,0,0,1,1,0,1,0
149,1,3,2015-03-04,5568,597,1,1,0,0,0,0,0,2015,3,63,735661,0,0,1,1,0,1,0
148,1,4,2015-03-05,4419,534,1,1,0,0,0,0,0,2015,3,64,735662,0,0,1,1,0,1,0
147,1,5,2015-03-06,5397,579,1,1,0,0,0,0,0,2015,3,65,735663,0,0,1,1,0,1,0
146,1,6,2015-03-07,4592,570,1,0,0,0,0,0,0,2015,3,66,735664,0,0,1,1,0,1,0
145,1,7,2015-03-08,0,0,0,0,0,0,0,0,0,2015,3,67,735665,0,0,1,1,0,1,0
144,1,1,2015-03-09,3701,485,1,0,0,0,0,0,0,2015,3,68,735666,0,0,1,1,0,1,0
143,1,2,2015-03-10,3805,491,1,0,0,0,0,0,0,2015,3,69,735667,0,0,1,1,0,1,0
142,1,3,2015-03-11,4170,521,1,0,0,0,0,0,0,2015,3,70,735668,0,0,1,1,0,1,0
141,1,4,2015-03-12,3141,405,1,0,0,0,0,0,0,2015,3,71,735669,0,0,1,1,0,1,0
140,1,5,2015-03-13,3725,493,1,0,0,0,0,0,0,2015,3,72,735670,0,0,1,1,0,1,0
139,1,6,2015-03-14,5225,599,1,0,0,0,0,0,0,2015,3,73,735671,0,0,1,1,0,1,0
138,1,7,2015-03-15,0,0,0,0,0,0,0,0,0,2015,3,74,735672,0,0,1,1,0,1,0
137,1,1,2015-03-16,5695,605,1,1,0,0,0,0,0,2015,3,75,735673,0,0,1,1,0,1,0
136,1,2,2015-03-17,4806,555,1,1,0,0,0,0,0,2015,3,76,735674,0,0,1,1,0,1,0
135,1,3,2015-03-18,3858,504,1,1,0,0,0,0,0,2015,3,77,735675,0,0,1,1,0,1,0
134,1,4,2015-03-19,4748,535,1,1,0,0,0,0,0,2015,3,78,735676,0,0,1,1,0,1,0
133,1,5,2015-03-20,4057,472,1,1,0,0,0,0,0,2015,3,79,735677,0,0,1,1,0,1,0
132,1,6,2015-03-21,3909,506,1,0,0,0,0,0,0,2015,3,80,735678,0,0,1,1,0,1,0
131,1,7,2015-03-22,0,0,0,0,0,0,0,0,0,2015,3,81,735679,0,0,1,1,0,1,0
130,1,1,2015-03-23,3565,495,1,0,0,0,0,0,0,2015,3,82,735680,0,0,1,1,0,1,0
129,1,2,2015-03-24,3547,464,1,0,0,0,0,0,0,2015,3,83,735681,0,0,1,1,0,1,0
128,1,3,2015-03-25,3531,447,1,0,0,0,0,0,0,2015,3,84,735682,0,0,1,1,0,1,0
127,1,4,2015-03-26,3932,490,1,0,0,0,0,0,0,2015,3,85,735683,0,0,1,1,0,1,0
126,1,5,2015-03-27,4005,529,1,0,0,0,0,0,0,2015,3,86,735684,0,0,1,1,0,1,0
125,1,6,2015-03-28,5208,605,1,0,0,0,0,0,0,2015,3,87,735685,0,0,1,1,0,1,0
124,1,7,2015-03-29,0,0,0,0,0,0,0,0,0,2015,3,88,735686,0,0,1,1,0,1,0
123,1,1,2015-03-30,6714,697,1,1,0,1,0,0,0,2015,3,89,735687,0,0,1,1,0,1,0
122,1,2,2015-03-31,6206,589,1,1,0,1,0,0,0,2015,3,90,735688,0,0,1,1,0,1,0
121,1,3,2015-04-01,6816,707,1,1,0,1,0,0,0,2015,4,91,735689,0,0,1,1,0,1,0
120,1,4,2015-04-02,6574,722,1,1,0,1,0,0,0,2015,4,92,735690,0,0,1,1,0,1,0
119,1,5,2015-04-03,0,0,0,1,b,1,0,1,0,2015,4,93,735691,0,0,1,1,0,1,0
118,1,6,2015-04-04,6709,796,1,0,0,1,0,0,0,2015,4,94,735692,0,0,1,1,0,1,0
117,1,7,2015-04-05,0,0,0,0,0,1,0,0,0,2015,4,95,735693,0,0,1,1,0,1,0
116,1,1,2015-04-06,0,0,0,0,b,1,0,1,0,2015,4,96,735694,0,0,1,1,0,1,0
115,1,2,2015-04-07,4163,555,1,0,0,1,0,0,0,2015,4,97,735695,0,0,1,1,0,1,0
114,1,3,2015-04-08,4194,500,1,0,0,1,0,0,0,2015,4,98,735696,0,0,1,1,0,1,0
113,1,4,2015-04-09,3467,430,1,0,0,1,0,0,0,2015,4,99,735697,0,0,1,1,0,1,0
112,1,5,2015-04-10,3549,428,1,0,0,1,0,0,0,2015,4,100,735698,0,0,1,1,0,1,0
111,1,6,2015-04-11,4173,525,1,0,0,0,0,0,0,2015,4,101,735699,0,0,1,1,0,1,0
110,1,7,2015-04-12,0,0,0,0,0,0,0,0,0,2015,4,102,735700,0,0,1,1,0,1,0
109,1,1,2015-04-13,5377,574,1,1,0,0,0,0,0,2015,4,103,735701,0,0,1,1,0,1,0
108,1,2,2015-04-14,4648,535,1,1,0,0,0,0,0,2015,4,104,735702,0,0,1,1,0,1,0
107,1,3,2015-04-15,4110,501,1,1,0,0,0,0,0,2015,4,105,735703,0,0,1,1,0,1,0
106,1,4,2015-04-16,4116,480,1,1,0,0,0,0,0,2015,4,106,735704,0,0,1,1,0,1,0
105,1,5,2015-04-17,4718,511,1,1,0,0,0,0,0,2015,4,107,735705,0,0,1,1,0,1,0
104,1,6,2015-04-18,4594,544,1,0,0,0,0,0,0,2015,4,108,735706,0,0,1,1,0,1,0
103,1,7,2015-04-19,0,0,0,0,0,0,0,0,0,2015,4,109,735707,0,0,1,1,0,1,0
102,1,1,2015-04-20,3722,480,1,0,0,0,0,0,0,2015,4,110,735708,0,0,1,1,0,1,0
101,1,2,2015-04-21,3037,416,1,0,0,0,0,0,0,2015,4,111,735709,0,0,1,1,0,1,0
100,1,3,2015-04-22,3319,411,1,0,0,0,0,0,0,2015,4,112,735710,0,0,1,1,0,1,0
99,1,4,2015-04-23,3076,426,1,0,0,0,0,0,0,2015,4,113,735711,0,0,1,1,0,1,0
98,1,5,2015-04-24,3198,437,1,0,0,0,0,0,0,2015,4,114,735712,0,0,1,1,0,1,0
97,1,6,2015-04-25,4318,537,1,0,0,0,0,0,0,2015,4,115,735713,0,0,1,1,0,1,0
96,1,7,2015-04-26,0,0,0,0,0,0,0,0,0,2015,4,116,735714,0,0,1,1,0,1,0
95,1,1,2015-04-27,5575,574,1,1,0,0,0,0,0,2015,4,117,735715,0,0,1,1,0,1,0
94,1,2,2015-04-28,5199,552,1,1,0,0,0,0,0,2015,4,118,735716,0,0,1,1,0,1,0
93,1,3,2015-04-29,5775,579,1,1,0,0,0,0,0,2015,4,119,735717,0,0,1,1,0,1,0
92,1,4,2015-04-30,6228,650,1,1,0,0,0,0,0,2015,4,120,735718,0,0,1,1,0,1,0
91,1,5,2015-05-01,0,0,0,1,a,0,1,0,0,2015,5,121,735719,0,0,1,1,0,1,0
90,1,6,2015-05-02,5850,653,1,0,0,0,0,0,0,2015,5,122,735720,0,0,1,1,0,1,0
89,1,7,2015-05-03,0,0,0,0,0,0,0,0,0,2015,5,123,735721,0,0,1,1,0,1,0
88,1,1,2015-05-04,5591,589,1,1,0,0,0,0,0,2015,5,124,735722,0,0,1,1,0,1,0
87,1,2,2015-05-05,4564,514,1,1,0,0,0,0,0,2015,5,125,735723,0,0,1,1,0,1,0
86,1,3,2015-05-06,4960,536,1,1,0,0,0,0,0,2015,5,126,735724,0,0,1,1,0,1,0
85,1,4,2015-05-07,4529,491,1,1,0,0,0,0,0,2015,5,127,735725,0,0,1,1,0,1,0
84,1,5,2015-05-08,4683,536,1,1,0,0,0,0,0,2015,5,128,735726,0,0,1,1,0,1,0
83,1,6,2015-05-09,4945,596,1,0,0,0,0,0,0,2015,5,129,735727,0,0,1,1,0,1,0
82,1,7,2015-05-10,0,0,0,0,0,0,0,0,0,2015,5,130,735728,0,0,1,1,0,1,0
81,1,1,2015-05-11,3551,453,1,0,0,0,0,0,0,2015,5,131,735729,0,0,1,1,0,1,0
80,1,2,2015-05-12,3547,438,1,0,0,0,0,0,0,2015,5,132,735730,0,0,1,1,0,1,0
79,1,3,2015-05-13,3998,523,1,0,0,0,0,0,0,2015,5,133,735731,0,0,1,1,0,1,0
78,1,4,2015-05-14,0,0,0,0,a,0,1,0,0,2015,5,134,735732,0,0,1,1,0,1,0
77,1,5,2015-05-15,4178,523,1,0,0,0,0,0,0,2015,5,135,735733,0,0,1,1,0,1,0
76,1,6,2015-05-16,4431,505,1,0,0,0,0,0,0,2015,5,136,735734,0,0,1,1,0,1,0
75,1,7,2015-05-17,0,0,0,0,0,0,0,0,0,2015,5,137,735735,0,0,1,1,0,1,0
74,1,1,2015-05-18,5280,577,1,1,0,0,0,0,0,2015,5,138,735736,0,0,1,1,0,1,0
73,1,2,2015-05-19,5235,546,1,1,0,0,0,0,0,2015,5,139,735737,0,0,1,1,0,1,0
72,1,3,2015-05-20,4735,533,1,1,0,0,0,0,0,2015,5,140,735738,0,0,1,1,0,1,0
71,1,4,2015-05-21,3755,471,1,1,0,0,0,0,0,2015,5,141,735739,0,0,1,1,0,1,0
70,1,5,2015-05-22,4459,495,1,1,0,0,0,0,0,2015,5,142,735740,0,0,1,1,0,1,0
69,1,6,2015-05-23,4276,506,1,0,0,0,0,0,0,2015,5,143,735741,0,0,1,1,0,1,0
68,1,7,2015-05-24,0,0,0,0,0,0,0,0,0,2015,5,144,735742,0,0,1,1,0,1,0
67,1,1,2015-05-25,0,0,0,0,a,0,1,0,0,2015,5,145,735743,0,0,1,1,0,1,0
66,1,2,2015-05-26,4211,479,1,0,0,0,0,0,0,2015,5,146,735744,0,0,1,1,0,1,0
65,1,3,2015-05-27,4083,497,1,0,0,0,0,0,0,2015,5,147,735745,0,0,1,1,0,1,0
64,1,4,2015-05-28,4111,474,1,0,0,0,0,0,0,2015,5,148,735746,0,0,1,1,0,1,0
63,1,5,2015-05-29,4656,537,1,0,0,0,0,0,0,2015,5,149,735747,0,0,1,1,0,1,0
62,1,6,2015-05-30,5592,580,1,0,0,0,0,0,0,2015,5,150,735748,0,0,1,1,0,1,0
61,1,7,2015-05-31,0,0,0,0,0,0,0,0,0,2015,5,151,735749,0,0,1,1,0,1,0
60,1,1,2015-06-01,5774,607,1,1,0,0,0,0,0,2015,6,152,735750,0,0,1,1,0,1,0
59,1,2,2015-06-02,5450,590,1,1,0,0,0,0,0,2015,6,153,735751,0,0,1,1,0,1,0
58,1,3,2015-06-03,5809,616,1,1,0,0,0,0,0,2015,6,154,735752,0,0,1,1,0,1,0
57,1,4,2015-06-04,0,0,0,1,a,0,1,0,0,2015,6,155,735753,0,0,1,1,0,1,0
56,1,5,2015-06-05,5384,609,1,1,0,0,0,0,0,2015,6,156,735754,0,0,1,1,0,1,0
55,1,6,2015-06-06,4183,460,1,0,0,0,0,0,0,2015,6,157,735755,0,0,1,1,0,1,0
54,1,7,2015-06-07,0,0,0,0,0,0,0,0,0,2015,6,158,735756,0,0,1,1,0,1,0
53,1,1,2015-06-08,4071,502,1,0,0,0,0,0,0,2015,6,159,735757,0,0,1,1,0,1,0
52,1,2,2015-06-09,4102,485,1,0,0,0,0,0,0,2015,6,160,735758,0,0,1,1,0,1,0
51,1,3,2015-06-10,3591,453,1,0,0,0,0,0,0,2015,6,161,735759,0,0,1,1,0,1,0
50,1,4,2015-06-11,3627,442,1,0,0,0,0,0,0,2015,6,162,735760,0,0,1,1,0,1,0
49,1,5,2015-06-12,3695,422,1,0,0,0,0,0,0,2015,6,163,735761,0,0,1,1,0,1,0
48,1,6,2015-06-13,4256,502,1,0,0,0,0,0,0,2015,6,164,735762,0,0,1,1,0,1,0
47,1,7,2015-06-14,0,0,0,0,0,0,0,0,0,2015,6,165,735763,0,0,1,1,0,1,0
46,1,1,2015-06-15,5518,586,1,1,0,0,0,0,0,2015,6,166,735764,0,0,1,1,0,1,0
45,1,2,2015-06-16,4852,503,1,1,0,0,0,0,0,2015,6,167,735765,0,0,1,1,0,1,0
44,1,3,2015-06-17,4000,476,1,1,0,0,0,0,0,2015,6,168,735766,0,0,1,1,0,1,0
43,1,4,2015-06-18,4645,498,1,1,0,0,0,0,0,2015,6,169,735767,0,0,1,1,0,1,0
42,1,5,2015-06-19,4202,487,1,1,0,0,0,0,0,2015,6,170,735768,0,0,1,1,0,1,0
41,1,6,2015-06-20,4097,494,1,0,0,0,0,0,0,2015,6,171,735769,0,0,1,1,0,1,0
40,1,7,2015-06-21,0,0,0,0,0,0,0,0,0,2015,6,172,735770,0,0,1,1,0,1,0
39,1,1,2015-06-22,3846,489,1,0,0,0,0,0,0,2015,6,173,735771,0,0,1,1,0,1,0
38,1,2,2015-06-23,3762,447,1,0,0,0,0,0,0,2015,6,174,735772,0,0,1,1,0,1,0
37,1,3,2015-06-24,3346,414,1,0,0,0,0,0,0,2015,6,175,735773,0,0,1,1,0,1,0
36,1,4,2015-06-25,3533,433,1,0,0,0,0,0,0,2015,6,176,735774,0,0,1,1,0,1,0
35,1,5,2015-06-26,3317,420,1,0,0,0,0,0,0,2015,6,177,735775,0,0,1,1,0,1,0
34,1,6,2015-06-27,4019,463,1,0,0,0,0,0,0,2015,6,178,735776,0,0,1,1,0,1,0
33,1,7,2015-06-28,0,0,0,0,0,0,0,0,0,2015,6,179,735777,0,0,1,1,0,1,0
32,1,1,2015-06-29,5197,541,1,1,0,0,0,0,0,2015,6,180,735778,0,0,1,1,0,1,0
31,1,2,2015-06-30,5735,568,1,1,0,0,0,0,0,2015,6,181,735779,0,0,1,1,0,1,0
30,1,3,2015-07-01,5223,562,1,1,0,0,0,0,0,2015,7,182,735780,0,0,1,1,0,1,0
29,1,4,2015-07-02,5558,573,1,1,0,0,0,0,0,2015,7,183,735781,0,0,1,1,0,1,0
28,1,5,2015-07-03,4665,538,1,1,0,0,0,0,0,2015,7,184,735782,0,0,1,1,0,1,0
27,1,6,2015-07-04,4797,560,1,0,0,0,0,0,0,2015,7,185,735783,0,0,1,1,0,1,0
26,1,7,2015-07-05,0,0,0,0,0,0,0,0,0,2015,7,186,735784,0,0,1,1,0,1,0
25,1,1,2015-07-06,4359,540,1,0,0,0,0,0,0,2015,7,187,735785,0,0,1,1,0,1,0
24,1,2,2015-07-07,3650,485,1,0,0,0,0,0,0,2015,7,188,735786,0,0,1,1,0,1,0
23,1,3,2015-07-08,3797,485,1,0,0,0,0,0,0,2015,7,189,735787,0,0,1,1,0,1,0
22,1,4,2015-07-09,3897,480,1,0,0,0,0,0,0,2015,7,190,735788,0,0,1,1,0,1,0
21,1,5,2015-07-10,3808,449,1,0,0,0,0,0,0,2015,7,191,735789,0,0,1,1,0,1,0
20,1,6,2015-07-11,3530,441,1,0,0,0,0,0,0,2015,7,192,735790,0,0,1,1,0,1,0
19,1,7,2015-07-12,0,0,0,0,0,0,0,0,0,2015,7,193,735791,0,0,1,1,0,1,0
18,1,1,2015-07-13,5054,553,1,1,0,0,0,0,0,2015,7,194,735792,0,0,1,1,0,1,0
17,1,2,2015-07-14,5042,544,1,1,0,0,0,0,0,2015,7,195,735793,0,0,1,1,0,1,0
16,1,3,2015-07-15,4767,550,1,1,0,0,0,0,0,2015,7,196,735794,0,0,1,1,0,1,0
15,1,4,2015-07-16,4427,517,1,1,0,0,0,0,0,2015,7,197,735795,0,0,1,1,0,1,0
14,1,5,2015-07-17,4852,519,1,1,0,0,0,0,0,2015,7,198,735796,0,0,1,1,0,1,0
13,1,6,2015-07-18,4406,512,1,0,0,0,0,0,0,2015,7,199,735797,0,0,1,1,0,1,0
12,1,7,2015-07-19,0,0,0,0,0,0,0,0,0,2015,7,200,735798,0,0,1,1,0,1,0
11,1,1,2015-07-20,4395,526,1,0,0,0,0,0,0,2015,7,201,735799,0,0,1,1,0,1,0
10,1,2,2015-07-21,3558,469,1,0,0,0,0,0,0,2015,7,202,735800,0,0,1,1,0,1,0
9,1,3,2015-07-22,3464,463,1,0,0,0,0,0,0,2015,7,203,735801,0,0,1,1,0,1,0
8,1,4,2015-07-23,3769,503,1,0,0,0,0,0,0,2015,7,204,735802,0,0,1,1,0,1,0
7,1,5,2015-07-24,3706,459,1,0,0,0,0,0,0,2015,7,205,735803,0,0,1,1,0,1,0
6,1,6,2015-07-25,4364,500,1,0,0,0,0,0,0,2015,7,206,735804,0,0,1,1,0,1,0
5,1,7,2015-07-26,0,0,0,0,0,0,0,0,0,2015,7,207,735805,0,0,1,1,0,1,0
4,1,1,2015-07-27,6102,612,1,1,0,1,0,0,0,2015,7,208,735806,0,0,1,1,0,1,0
3,1,2,2015-07-28,5011,560,1,1,0,1,0,0,0,2015,7,209,735807,0,0,1,1,0,1,0
2,1,3,2015-07-29,4782,523,1,1,0,1,0,0,0,2015,7,210,735808,0,0,1,1,0,1,0
1,1,4,2015-07-30,5020,546,1,1,0,1,0,0,0,2015,7,211,735809,0,0,1,1,0,1,0
0,1,5,2015-07-31,5263,555,1,1,0,1,0,0,0,2015,7,212,735810,0,0,1,1,0,1,0
